ID,labels
Id_1038,Non-sarcastic
Id_1039,Non-sarcastic
Id_1040,Non-sarcastic
Id_1041,Sarcastic
Id_1042,Non-sarcastic
Id_1043,Non-sarcastic
Id_1044,Non-sarcastic
Id_1045,Non-sarcastic
Id_1046,Non-sarcastic
Id_1047,Non-sarcastic
Id_1048,Non-sarcastic
Id_1049,Non-sarcastic
Id_1050,Non-sarcastic
Id_1051,Non-sarcastic
Id_1052,Non-sarcastic
Id_1053,Non-sarcastic
Id_1054,Non-sarcastic
Id_1055,Sarcastic
Id_1056,Sarcastic
Id_1057,Non-sarcastic
Id_1058,Non-sarcastic
Id_1059,Sarcastic
Id_1060,Non-sarcastic
Id_1061,Non-sarcastic
Id_1062,Non-sarcastic
Id_1063,Non-sarcastic
Id_1064,Sarcastic
Id_1065,Non-sarcastic
Id_1066,Sarcastic
Id_1067,Non-sarcastic
Id_1068,Sarcastic
Id_1069,Sarcastic
Id_1070,Sarcastic
Id_1071,Non-sarcastic
Id_1072,Non-sarcastic
Id_1073,Non-sarcastic
Id_1074,Non-sarcastic
Id_1075,Non-sarcastic
Id_1076,Non-sarcastic
Id_1077,Non-sarcastic
Id_1078,Non-sarcastic
Id_1079,Non-sarcastic
Id_1080,Non-sarcastic
Id_1081,Sarcastic
Id_1082,Sarcastic
Id_1083,Non-sarcastic
Id_1084,Non-sarcastic
Id_1085,Sarcastic
Id_1086,Non-sarcastic
Id_1087,Sarcastic
Id_1088,Non-sarcastic
Id_1089,Sarcastic
Id_1090,Non-sarcastic
Id_1091,Non-sarcastic
Id_1092,Non-sarcastic
Id_1093,Non-sarcastic
Id_1094,Sarcastic
Id_1095,Non-sarcastic
Id_1096,Non-sarcastic
Id_1097,Non-sarcastic
Id_1098,Non-sarcastic
Id_1099,Non-sarcastic
Id_1100,Non-sarcastic
Id_1101,Sarcastic
Id_1102,Non-sarcastic
Id_1103,Sarcastic
Id_1104,Sarcastic
Id_1105,Non-sarcastic
Id_1106,Non-sarcastic
Id_1107,Sarcastic
Id_1108,Non-sarcastic
Id_1109,Non-sarcastic
Id_1110,Non-sarcastic
Id_1111,Sarcastic
Id_1112,Non-sarcastic
Id_1113,Non-sarcastic
Id_1114,Sarcastic
Id_1115,Non-sarcastic
Id_1116,Non-sarcastic
Id_1117,Non-sarcastic
Id_1118,Non-sarcastic
Id_1119,Non-sarcastic
Id_1120,Non-sarcastic
Id_1121,Non-sarcastic
Id_1122,Sarcastic
Id_1123,Sarcastic
Id_1124,Non-sarcastic
Id_1125,Sarcastic
Id_1126,Non-sarcastic
Id_1127,Sarcastic
Id_1128,Non-sarcastic
Id_1129,Non-sarcastic
Id_1130,Sarcastic
Id_1131,Non-sarcastic
Id_1132,Non-sarcastic
Id_1133,Non-sarcastic
Id_1134,Sarcastic
Id_1135,Sarcastic
Id_1136,Non-sarcastic
Id_1137,Non-sarcastic
Id_1138,Non-sarcastic
Id_1139,Non-sarcastic
Id_1140,Non-sarcastic
Id_1141,Sarcastic
Id_1142,Non-sarcastic
Id_1143,Non-sarcastic
Id_1144,Non-sarcastic
Id_1145,Non-sarcastic
Id_1146,Non-sarcastic
Id_1147,Non-sarcastic
Id_1148,Non-sarcastic
Id_1149,Non-sarcastic
Id_1150,Sarcastic
Id_1151,Non-sarcastic
Id_1152,Non-sarcastic
Id_1153,Non-sarcastic
Id_1154,Sarcastic
Id_1155,Non-sarcastic
Id_1156,Non-sarcastic
Id_1157,Sarcastic
Id_1158,Sarcastic
Id_1159,Non-sarcastic
Id_1160,Non-sarcastic
Id_1161,Non-sarcastic
Id_1162,Non-sarcastic
Id_1163,Non-sarcastic
Id_1164,Non-sarcastic
Id_1165,Non-sarcastic
Id_1166,Sarcastic
Id_1167,Non-sarcastic
Id_1168,Non-sarcastic
Id_1169,Non-sarcastic
Id_1170,Sarcastic
Id_1171,Non-sarcastic
Id_1172,Non-sarcastic
Id_1173,Non-sarcastic
Id_1174,Non-sarcastic
Id_1175,Non-sarcastic
Id_1176,Non-sarcastic
Id_1177,Non-sarcastic
Id_1178,Non-sarcastic
Id_1179,Non-sarcastic
Id_1180,Sarcastic
Id_1181,Non-sarcastic
Id_1182,Non-sarcastic
Id_1183,Sarcastic
Id_1184,Non-sarcastic
Id_1185,Non-sarcastic
Id_1186,Non-sarcastic
Id_1187,Non-sarcastic
Id_1188,Non-sarcastic
Id_1189,Sarcastic
Id_1190,Non-sarcastic
Id_1191,Non-sarcastic
Id_1192,Non-sarcastic
Id_1193,Non-sarcastic
Id_1194,Non-sarcastic
Id_1195,Non-sarcastic
Id_1196,Non-sarcastic
Id_1197,Non-sarcastic
Id_1198,Sarcastic
Id_1199,Non-sarcastic
Id_1200,Non-sarcastic
Id_1201,Non-sarcastic
Id_1202,Non-sarcastic
Id_1203,Sarcastic
Id_1204,Non-sarcastic
Id_1205,Non-sarcastic
Id_1206,Non-sarcastic
Id_1207,Non-sarcastic
Id_1208,Non-sarcastic
Id_1209,Sarcastic
Id_1210,Non-sarcastic
Id_1211,Non-sarcastic
Id_1212,Non-sarcastic
Id_1213,Non-sarcastic
Id_1214,Non-sarcastic
Id_1215,Non-sarcastic
Id_1216,Sarcastic
Id_1217,Non-sarcastic
Id_1218,Non-sarcastic
Id_1219,Non-sarcastic
Id_1220,Sarcastic
Id_1221,Non-sarcastic
Id_1222,Sarcastic
Id_1223,Sarcastic
Id_1224,Non-sarcastic
Id_1225,Sarcastic
Id_1226,Non-sarcastic
Id_1227,Sarcastic
Id_1228,Non-sarcastic
Id_1229,Non-sarcastic
Id_1230,Sarcastic
Id_1231,Sarcastic
Id_1232,Non-sarcastic
Id_1233,Sarcastic
Id_1234,Sarcastic
Id_1235,Non-sarcastic
Id_1236,Non-sarcastic
Id_1237,Non-sarcastic
Id_1238,Sarcastic
Id_1239,Non-sarcastic
Id_1240,Non-sarcastic
Id_1241,Non-sarcastic
Id_1242,Non-sarcastic
Id_1243,Non-sarcastic
Id_1244,Non-sarcastic
Id_1245,Sarcastic
Id_1246,Non-sarcastic
Id_1247,Sarcastic
Id_1248,Non-sarcastic
Id_1249,Sarcastic
Id_1250,Non-sarcastic
Id_1251,Non-sarcastic
Id_1252,Non-sarcastic
Id_1253,Non-sarcastic
Id_1254,Non-sarcastic
Id_1255,Sarcastic
Id_1256,Non-sarcastic
Id_1257,Sarcastic
Id_1258,Non-sarcastic
Id_1259,Sarcastic
Id_1260,Non-sarcastic
Id_1261,Non-sarcastic
Id_1262,Sarcastic
Id_1263,Non-sarcastic
Id_1264,Sarcastic
Id_1265,Non-sarcastic
Id_1266,Sarcastic
Id_1267,Non-sarcastic
Id_1268,Sarcastic
Id_1269,Non-sarcastic
Id_1270,Non-sarcastic
Id_1271,Non-sarcastic
Id_1272,Non-sarcastic
Id_1273,Non-sarcastic
Id_1274,Non-sarcastic
Id_1275,Non-sarcastic
Id_1276,Non-sarcastic
Id_1277,Non-sarcastic
Id_1278,Non-sarcastic
Id_1279,Sarcastic
Id_1280,Sarcastic
Id_1281,Non-sarcastic
Id_1282,Non-sarcastic
Id_1283,Non-sarcastic
Id_1284,Non-sarcastic
Id_1285,Sarcastic
Id_1286,Non-sarcastic
Id_1287,Non-sarcastic
Id_1288,Sarcastic
Id_1289,Non-sarcastic
Id_1290,Non-sarcastic
Id_1291,Non-sarcastic
Id_1292,Non-sarcastic
Id_1293,Non-sarcastic
Id_1294,Non-sarcastic
Id_1295,Sarcastic
Id_1296,Sarcastic
Id_1297,Non-sarcastic
Id_1298,Non-sarcastic
Id_1299,Non-sarcastic
Id_1300,Non-sarcastic
Id_1301,Non-sarcastic
Id_1302,Non-sarcastic
Id_1303,Non-sarcastic
Id_1304,Non-sarcastic
Id_1305,Non-sarcastic
Id_1306,Non-sarcastic
Id_1307,Sarcastic
Id_1308,Non-sarcastic
Id_1309,Non-sarcastic
Id_1310,Non-sarcastic
Id_1311,Non-sarcastic
Id_1312,Non-sarcastic
Id_1313,Non-sarcastic
Id_1314,Sarcastic
Id_1315,Non-sarcastic
Id_1316,Non-sarcastic
Id_1317,Non-sarcastic
Id_1318,Non-sarcastic
Id_1319,Non-sarcastic
Id_1320,Sarcastic
Id_1321,Sarcastic
Id_1322,Non-sarcastic
Id_1323,Non-sarcastic
Id_1324,Sarcastic
Id_1325,Sarcastic
Id_1326,Sarcastic
Id_1327,Non-sarcastic
Id_1328,Non-sarcastic
Id_1329,Non-sarcastic
Id_1330,Sarcastic
Id_1331,Sarcastic
Id_1332,Sarcastic
Id_1333,Non-sarcastic
Id_1334,Non-sarcastic
Id_1335,Non-sarcastic
Id_1336,Non-sarcastic
Id_1337,Non-sarcastic
Id_1338,Sarcastic
Id_1339,Non-sarcastic
Id_1340,Non-sarcastic
Id_1341,Non-sarcastic
Id_1342,Non-sarcastic
Id_1343,Non-sarcastic
Id_1344,Non-sarcastic
Id_1345,Non-sarcastic
Id_1346,Non-sarcastic
Id_1347,Non-sarcastic
Id_1348,Non-sarcastic
Id_1349,Non-sarcastic
Id_1350,Sarcastic
Id_1351,Sarcastic
Id_1352,Sarcastic
Id_1353,Non-sarcastic
Id_1354,Non-sarcastic
Id_1355,Non-sarcastic
Id_1356,Sarcastic
Id_1357,Non-sarcastic
Id_1358,Non-sarcastic
Id_1359,Non-sarcastic
Id_1360,Non-sarcastic
Id_1361,Sarcastic
Id_1362,Sarcastic
Id_1363,Non-sarcastic
Id_1364,Non-sarcastic
Id_1365,Non-sarcastic
Id_1366,Sarcastic
Id_1367,Non-sarcastic
Id_1368,Non-sarcastic
Id_1369,Non-sarcastic
Id_1370,Sarcastic
Id_1371,Non-sarcastic
Id_1372,Sarcastic
Id_1373,Non-sarcastic
Id_1374,Non-sarcastic
Id_1375,Non-sarcastic
Id_1376,Sarcastic
Id_1377,Sarcastic
Id_1378,Non-sarcastic
Id_1379,Non-sarcastic
Id_1380,Non-sarcastic
Id_1381,Non-sarcastic
Id_1382,Non-sarcastic
Id_1383,Non-sarcastic
Id_1384,Sarcastic
Id_1385,Non-sarcastic
Id_1386,Sarcastic
Id_1387,Non-sarcastic
Id_1388,Non-sarcastic
Id_1389,Non-sarcastic
Id_1390,Non-sarcastic
Id_1391,Non-sarcastic
Id_1392,Sarcastic
Id_1393,Sarcastic
Id_1394,Non-sarcastic
Id_1395,Non-sarcastic
Id_1396,Non-sarcastic
Id_1397,Sarcastic
Id_1398,Non-sarcastic
Id_1399,Non-sarcastic
Id_1400,Non-sarcastic
Id_1401,Non-sarcastic
Id_1402,Non-sarcastic
Id_1403,Non-sarcastic
Id_1404,Non-sarcastic
Id_1405,Non-sarcastic
Id_1406,Non-sarcastic
Id_1407,Non-sarcastic
Id_1408,Non-sarcastic
Id_1409,Sarcastic
Id_1410,Non-sarcastic
Id_1411,Non-sarcastic
Id_1412,Non-sarcastic
Id_1413,Non-sarcastic
Id_1414,Non-sarcastic
Id_1415,Non-sarcastic
Id_1416,Non-sarcastic
Id_1417,Non-sarcastic
Id_1418,Non-sarcastic
Id_1419,Sarcastic
Id_1420,Sarcastic
Id_1421,Non-sarcastic
Id_1422,Non-sarcastic
Id_1423,Non-sarcastic
Id_1424,Non-sarcastic
Id_1425,Non-sarcastic
Id_1426,Sarcastic
Id_1427,Sarcastic
Id_1428,Sarcastic
Id_1429,Non-sarcastic
Id_1430,Non-sarcastic
Id_1431,Non-sarcastic
Id_1432,Non-sarcastic
Id_1433,Sarcastic
Id_1434,Sarcastic
Id_1435,Non-sarcastic
Id_1436,Non-sarcastic
Id_1437,Non-sarcastic
Id_1438,Sarcastic
Id_1439,Sarcastic
Id_1440,Non-sarcastic
Id_1441,Non-sarcastic
Id_1442,Sarcastic
Id_1443,Non-sarcastic
Id_1444,Non-sarcastic
Id_1445,Sarcastic
Id_1446,Sarcastic
Id_1447,Non-sarcastic
Id_1448,Sarcastic
Id_1449,Sarcastic
Id_1450,Sarcastic
Id_1451,Non-sarcastic
Id_1452,Non-sarcastic
Id_1453,Sarcastic
Id_1454,Sarcastic
Id_1455,Non-sarcastic
Id_1456,Non-sarcastic
Id_1457,Non-sarcastic
Id_1458,Non-sarcastic
Id_1459,Non-sarcastic
Id_1460,Non-sarcastic
Id_1461,Sarcastic
Id_1462,Sarcastic
Id_1463,Non-sarcastic
Id_1464,Non-sarcastic
Id_1465,Non-sarcastic
Id_1466,Non-sarcastic
Id_1467,Non-sarcastic
Id_1468,Non-sarcastic
Id_1469,Non-sarcastic
Id_1470,Sarcastic
Id_1471,Non-sarcastic
Id_1472,Non-sarcastic
Id_1473,Non-sarcastic
Id_1474,Sarcastic
Id_1475,Non-sarcastic
Id_1476,Non-sarcastic
Id_1477,Sarcastic
Id_1478,Non-sarcastic
Id_1479,Non-sarcastic
Id_1480,Non-sarcastic
Id_1481,Non-sarcastic
Id_1482,Non-sarcastic
Id_1483,Sarcastic
Id_1484,Non-sarcastic
Id_1485,Non-sarcastic
Id_1486,Non-sarcastic
Id_1487,Non-sarcastic
Id_1488,Non-sarcastic
Id_1489,Non-sarcastic
Id_1490,Non-sarcastic
Id_1491,Non-sarcastic
Id_1492,Non-sarcastic
Id_1493,Non-sarcastic
Id_1494,Sarcastic
Id_1495,Non-sarcastic
Id_1496,Non-sarcastic
Id_1497,Non-sarcastic
Id_1498,Non-sarcastic
Id_1499,Non-sarcastic
Id_1500,Non-sarcastic
Id_1501,Non-sarcastic
Id_1502,Non-sarcastic
Id_1503,Non-sarcastic
Id_1504,Non-sarcastic
Id_1505,Sarcastic
Id_1506,Non-sarcastic
Id_1507,Non-sarcastic
Id_1508,Non-sarcastic
Id_1509,Non-sarcastic
Id_1510,Non-sarcastic
Id_1511,Sarcastic
Id_1512,Non-sarcastic
Id_1513,Non-sarcastic
Id_1514,Non-sarcastic
Id_1515,Non-sarcastic
Id_1516,Non-sarcastic
Id_1517,Non-sarcastic
Id_1518,Non-sarcastic
Id_1519,Non-sarcastic
Id_1520,Sarcastic
Id_1521,Sarcastic
Id_1522,Non-sarcastic
Id_1523,Non-sarcastic
Id_1524,Non-sarcastic
Id_1525,Non-sarcastic
Id_1526,Non-sarcastic
Id_1527,Non-sarcastic
Id_1528,Non-sarcastic
Id_1529,Sarcastic
Id_1530,Sarcastic
Id_1531,Non-sarcastic
Id_1532,Sarcastic
Id_1533,Sarcastic
Id_1534,Non-sarcastic
Id_1535,Non-sarcastic
Id_1536,Sarcastic
Id_1537,Non-sarcastic
Id_1538,Non-sarcastic
Id_1539,Non-sarcastic
Id_1540,Sarcastic
Id_1541,Non-sarcastic
Id_1542,Non-sarcastic
Id_1543,Non-sarcastic
Id_1544,Non-sarcastic
Id_1545,Non-sarcastic
Id_1546,Non-sarcastic
Id_1547,Non-sarcastic
Id_1548,Non-sarcastic
Id_1549,Sarcastic
Id_1550,Non-sarcastic
Id_1551,Sarcastic
Id_1552,Non-sarcastic
Id_1553,Sarcastic
Id_1554,Non-sarcastic
Id_1555,Non-sarcastic
Id_1556,Non-sarcastic
Id_1557,Sarcastic
Id_1558,Sarcastic
Id_1559,Non-sarcastic
Id_1560,Sarcastic
Id_1561,Sarcastic
Id_1562,Non-sarcastic
Id_1563,Non-sarcastic
Id_1564,Non-sarcastic
Id_1565,Sarcastic
Id_1566,Non-sarcastic
Id_1567,Non-sarcastic
Id_1568,Non-sarcastic
Id_1569,Non-sarcastic
Id_1570,Non-sarcastic
Id_1571,Sarcastic
Id_1572,Non-sarcastic
Id_1573,Sarcastic
Id_1574,Non-sarcastic
Id_1575,Sarcastic
Id_1576,Non-sarcastic
Id_1577,Sarcastic
Id_1578,Sarcastic
Id_1579,Sarcastic
Id_1580,Non-sarcastic
Id_1581,Non-sarcastic
Id_1582,Non-sarcastic
Id_1583,Non-sarcastic
Id_1584,Sarcastic
Id_1585,Non-sarcastic
Id_1586,Non-sarcastic
Id_1587,Non-sarcastic
Id_1588,Non-sarcastic
Id_1589,Sarcastic
Id_1590,Non-sarcastic
Id_1591,Non-sarcastic
Id_1592,Non-sarcastic
Id_1593,Non-sarcastic
Id_1594,Non-sarcastic
Id_1595,Non-sarcastic
Id_1596,Non-sarcastic
Id_1597,Non-sarcastic
Id_1598,Sarcastic
Id_1599,Non-sarcastic
Id_1600,Sarcastic
Id_1601,Non-sarcastic
Id_1602,Non-sarcastic
Id_1603,Non-sarcastic
Id_1604,Non-sarcastic
Id_1605,Non-sarcastic
Id_1606,Non-sarcastic
Id_1607,Non-sarcastic
Id_1608,Non-sarcastic
Id_1609,Sarcastic
Id_1610,Non-sarcastic
Id_1611,Non-sarcastic
Id_1612,Sarcastic
Id_1613,Non-sarcastic
Id_1614,Non-sarcastic
Id_1615,Sarcastic
Id_1616,Sarcastic
Id_1617,Sarcastic
Id_1618,Non-sarcastic
Id_1619,Non-sarcastic
Id_1620,Non-sarcastic
Id_1621,Non-sarcastic
Id_1622,Sarcastic
Id_1623,Sarcastic
Id_1624,Non-sarcastic
Id_1625,Sarcastic
Id_1626,Non-sarcastic
Id_1627,Non-sarcastic
Id_1628,Non-sarcastic
Id_1629,Non-sarcastic
Id_1630,Non-sarcastic
Id_1631,Sarcastic
Id_1632,Non-sarcastic
Id_1633,Sarcastic
Id_1634,Non-sarcastic
Id_1635,Sarcastic
Id_1636,Non-sarcastic
Id_1637,Non-sarcastic
Id_1638,Non-sarcastic
Id_1639,Sarcastic
Id_1640,Sarcastic
Id_1641,Non-sarcastic
Id_1642,Sarcastic
Id_1643,Non-sarcastic
Id_1644,Non-sarcastic
Id_1645,Non-sarcastic
Id_1646,Sarcastic
Id_1647,Sarcastic
Id_1648,Non-sarcastic
Id_1649,Non-sarcastic
Id_1650,Sarcastic
Id_1651,Non-sarcastic
Id_1652,Non-sarcastic
Id_1653,Sarcastic
Id_1654,Non-sarcastic
Id_1655,Non-sarcastic
Id_1656,Sarcastic
Id_1657,Non-sarcastic
Id_1658,Sarcastic
Id_1659,Non-sarcastic
Id_1660,Non-sarcastic
Id_1661,Sarcastic
Id_1662,Non-sarcastic
Id_1663,Sarcastic
Id_1664,Non-sarcastic
Id_1665,Non-sarcastic
Id_1666,Non-sarcastic
Id_1667,Non-sarcastic
Id_1668,Non-sarcastic
Id_1669,Sarcastic
Id_1670,Non-sarcastic
Id_1671,Non-sarcastic
Id_1672,Non-sarcastic
Id_1673,Non-sarcastic
Id_1674,Non-sarcastic
Id_1675,Sarcastic
Id_1676,Non-sarcastic
Id_1677,Non-sarcastic
Id_1678,Non-sarcastic
Id_1679,Sarcastic
Id_1680,Non-sarcastic
Id_1681,Non-sarcastic
Id_1682,Non-sarcastic
Id_1683,Non-sarcastic
Id_1684,Sarcastic
Id_1685,Non-sarcastic
Id_1686,Non-sarcastic
Id_1687,Non-sarcastic
Id_1688,Sarcastic
Id_1689,Non-sarcastic
Id_1690,Sarcastic
Id_1691,Non-sarcastic
Id_1692,Non-sarcastic
Id_1693,Non-sarcastic
Id_1694,Non-sarcastic
Id_1695,Non-sarcastic
Id_1696,Non-sarcastic
Id_1697,Sarcastic
Id_1698,Non-sarcastic
Id_1699,Non-sarcastic
Id_1700,Sarcastic
Id_1701,Non-sarcastic
Id_1702,Sarcastic
Id_1703,Non-sarcastic
Id_1704,Non-sarcastic
Id_1705,Non-sarcastic
Id_1706,Non-sarcastic
Id_1707,Sarcastic
Id_1708,Non-sarcastic
Id_1709,Non-sarcastic
Id_1710,Non-sarcastic
Id_1711,Sarcastic
Id_1712,Non-sarcastic
Id_1713,Non-sarcastic
Id_1714,Sarcastic
Id_1715,Sarcastic
Id_1716,Sarcastic
Id_1717,Sarcastic
Id_1718,Sarcastic
Id_1719,Non-sarcastic
Id_1720,Non-sarcastic
Id_1721,Sarcastic
Id_1722,Non-sarcastic
Id_1723,Non-sarcastic
Id_1724,Sarcastic
Id_1725,Non-sarcastic
Id_1726,Sarcastic
Id_1727,Sarcastic
Id_1728,Non-sarcastic
Id_1729,Non-sarcastic
Id_1730,Non-sarcastic
Id_1731,Sarcastic
Id_1732,Non-sarcastic
Id_1733,Non-sarcastic
Id_1734,Non-sarcastic
Id_1735,Sarcastic
Id_1736,Sarcastic
Id_1737,Non-sarcastic
Id_1738,Sarcastic
Id_1739,Sarcastic
Id_1740,Sarcastic
Id_1741,Sarcastic
Id_1742,Non-sarcastic
Id_1743,Non-sarcastic
Id_1744,Non-sarcastic
Id_1745,Sarcastic
Id_1746,Sarcastic
Id_1747,Sarcastic
Id_1748,Sarcastic
Id_1749,Non-sarcastic
Id_1750,Non-sarcastic
Id_1751,Sarcastic
Id_1752,Sarcastic
Id_1753,Non-sarcastic
Id_1754,Non-sarcastic
Id_1755,Non-sarcastic
Id_1756,Sarcastic
Id_1757,Sarcastic
Id_1758,Non-sarcastic
Id_1759,Sarcastic
Id_1760,Non-sarcastic
Id_1761,Sarcastic
Id_1762,Non-sarcastic
Id_1763,Non-sarcastic
Id_1764,Sarcastic
Id_1765,Non-sarcastic
Id_1766,Sarcastic
Id_1767,Non-sarcastic
Id_1768,Non-sarcastic
Id_1769,Non-sarcastic
Id_1770,Sarcastic
Id_1771,Non-sarcastic
Id_1772,Sarcastic
Id_1773,Non-sarcastic
Id_1774,Non-sarcastic
Id_1775,Sarcastic
Id_1776,Non-sarcastic
Id_1777,Non-sarcastic
Id_1778,Non-sarcastic
Id_1779,Non-sarcastic
Id_1780,Non-sarcastic
Id_1781,Non-sarcastic
Id_1782,Sarcastic
Id_1783,Non-sarcastic
Id_1784,Non-sarcastic
Id_1785,Non-sarcastic
Id_1786,Non-sarcastic
Id_1787,Non-sarcastic
Id_1788,Sarcastic
Id_1789,Non-sarcastic
Id_1790,Non-sarcastic
Id_1791,Non-sarcastic
Id_1792,Sarcastic
Id_1793,Non-sarcastic
Id_1794,Non-sarcastic
Id_1795,Non-sarcastic
Id_1796,Non-sarcastic
Id_1797,Non-sarcastic
Id_1798,Non-sarcastic
Id_1799,Non-sarcastic
Id_1800,Sarcastic
Id_1801,Sarcastic
Id_1802,Non-sarcastic
Id_1803,Non-sarcastic
Id_1804,Sarcastic
Id_1805,Sarcastic
Id_1806,Sarcastic
Id_1807,Sarcastic
Id_1808,Non-sarcastic
Id_1809,Non-sarcastic
Id_1810,Sarcastic
Id_1811,Sarcastic
Id_1812,Sarcastic
Id_1813,Non-sarcastic
Id_1814,Non-sarcastic
Id_1815,Non-sarcastic
Id_1816,Non-sarcastic
Id_1817,Non-sarcastic
Id_1818,Non-sarcastic
Id_1819,Non-sarcastic
Id_1820,Non-sarcastic
Id_1821,Non-sarcastic
Id_1822,Non-sarcastic
Id_1823,Non-sarcastic
Id_1824,Non-sarcastic
Id_1825,Sarcastic
Id_1826,Non-sarcastic
Id_1827,Non-sarcastic
Id_1828,Non-sarcastic
Id_1829,Sarcastic
Id_1830,Non-sarcastic
Id_1831,Sarcastic
Id_1832,Non-sarcastic
Id_1833,Non-sarcastic
Id_1834,Non-sarcastic
Id_1835,Non-sarcastic
Id_1836,Non-sarcastic
Id_1837,Sarcastic
Id_1838,Sarcastic
Id_1839,Non-sarcastic
Id_1840,Non-sarcastic
Id_1841,Sarcastic
Id_1842,Non-sarcastic
Id_1843,Sarcastic
Id_1844,Sarcastic
Id_1845,Non-sarcastic
Id_1846,Non-sarcastic
Id_1847,Non-sarcastic
Id_1848,Non-sarcastic
Id_1849,Non-sarcastic
Id_1850,Sarcastic
Id_1851,Non-sarcastic
Id_1852,Non-sarcastic
Id_1853,Non-sarcastic
Id_1854,Non-sarcastic
Id_1855,Non-sarcastic
Id_1856,Non-sarcastic
Id_1857,Sarcastic
Id_1858,Non-sarcastic
Id_1859,Non-sarcastic
Id_1860,Non-sarcastic
Id_1861,Non-sarcastic
Id_1862,Sarcastic
Id_1863,Non-sarcastic
Id_1864,Non-sarcastic
Id_1865,Non-sarcastic
Id_1866,Non-sarcastic
Id_1867,Non-sarcastic
Id_1868,Sarcastic
Id_1869,Non-sarcastic
Id_1870,Sarcastic
Id_1871,Non-sarcastic
Id_1872,Non-sarcastic
Id_1873,Sarcastic
Id_1874,Non-sarcastic
Id_1875,Non-sarcastic
Id_1876,Sarcastic
Id_1877,Non-sarcastic
Id_1878,Sarcastic
Id_1879,Non-sarcastic
Id_1880,Non-sarcastic
Id_1881,Non-sarcastic
Id_1882,Non-sarcastic
Id_1883,Non-sarcastic
Id_1884,Sarcastic
Id_1885,Non-sarcastic
Id_1886,Sarcastic
Id_1887,Sarcastic
Id_1888,Non-sarcastic
Id_1889,Sarcastic
Id_1890,Non-sarcastic
Id_1891,Non-sarcastic
Id_1892,Sarcastic
Id_1893,Non-sarcastic
Id_1894,Non-sarcastic
Id_1895,Non-sarcastic
Id_1896,Sarcastic
Id_1897,Non-sarcastic
Id_1898,Non-sarcastic
Id_1899,Sarcastic
Id_1900,Sarcastic
Id_1901,Non-sarcastic
Id_1902,Non-sarcastic
Id_1903,Sarcastic
Id_1904,Non-sarcastic
Id_1905,Non-sarcastic
Id_1906,Non-sarcastic
Id_1907,Non-sarcastic
Id_1908,Non-sarcastic
Id_1909,Non-sarcastic
Id_1910,Non-sarcastic
Id_1911,Sarcastic
Id_1912,Non-sarcastic
Id_1913,Sarcastic
Id_1914,Sarcastic
Id_1915,Non-sarcastic
Id_1916,Non-sarcastic
Id_1917,Non-sarcastic
Id_1918,Non-sarcastic
Id_1919,Sarcastic
Id_1920,Non-sarcastic
Id_1921,Non-sarcastic
Id_1922,Non-sarcastic
Id_1923,Non-sarcastic
Id_1924,Non-sarcastic
Id_1925,Non-sarcastic
Id_1926,Sarcastic
Id_1927,Sarcastic
Id_1928,Sarcastic
Id_1929,Non-sarcastic
Id_1930,Non-sarcastic
Id_1931,Non-sarcastic
Id_1932,Non-sarcastic
Id_1933,Non-sarcastic
Id_1934,Sarcastic
Id_1935,Non-sarcastic
Id_1936,Non-sarcastic
Id_1937,Non-sarcastic
Id_1938,Non-sarcastic
Id_1939,Sarcastic
Id_1940,Non-sarcastic
Id_1941,Non-sarcastic
Id_1942,Non-sarcastic
Id_1943,Non-sarcastic
Id_1944,Non-sarcastic
Id_1945,Non-sarcastic
Id_1946,Sarcastic
Id_1947,Non-sarcastic
Id_1948,Sarcastic
Id_1949,Non-sarcastic
Id_1950,Non-sarcastic
Id_1951,Sarcastic
Id_1952,Non-sarcastic
Id_1953,Non-sarcastic
Id_1954,Sarcastic
Id_1955,Sarcastic
Id_1956,Sarcastic
Id_1957,Non-sarcastic
Id_1958,Non-sarcastic
Id_1959,Non-sarcastic
Id_1960,Non-sarcastic
Id_1961,Non-sarcastic
Id_1962,Sarcastic
Id_1963,Non-sarcastic
Id_1964,Non-sarcastic
Id_1965,Non-sarcastic
Id_1966,Non-sarcastic
Id_1967,Sarcastic
Id_1968,Non-sarcastic
Id_1969,Non-sarcastic
Id_1970,Non-sarcastic
Id_1971,Non-sarcastic
Id_1972,Sarcastic
Id_1973,Non-sarcastic
Id_1974,Non-sarcastic
Id_1975,Sarcastic
Id_1976,Non-sarcastic
Id_1977,Sarcastic
Id_1978,Sarcastic
Id_1979,Non-sarcastic
Id_1980,Sarcastic
Id_1981,Non-sarcastic
Id_1982,Non-sarcastic
Id_1983,Non-sarcastic
Id_1984,Non-sarcastic
Id_1985,Sarcastic
Id_1986,Non-sarcastic
Id_1987,Non-sarcastic
Id_1988,Non-sarcastic
Id_1989,Non-sarcastic
Id_1990,Non-sarcastic
Id_1991,Non-sarcastic
Id_1992,Non-sarcastic
Id_1993,Sarcastic
Id_1994,Sarcastic
Id_1995,Non-sarcastic
Id_1996,Sarcastic
Id_1997,Sarcastic
Id_1998,Non-sarcastic
Id_1999,Sarcastic
Id_2000,Non-sarcastic
Id_2001,Non-sarcastic
Id_2002,Non-sarcastic
Id_2003,Non-sarcastic
Id_2004,Sarcastic
Id_2005,Sarcastic
Id_2006,Non-sarcastic
Id_2007,Non-sarcastic
